ts_utc,run_id,phase,endpoint_label,endpoint_host,latency_ms,success,ldap_rc
2026-02-12T11:03:08Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,349,1,0
2026-02-12T11:03:08Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,395,1,0
2026-02-12T11:03:09Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,361,1,0
2026-02-12T11:03:09Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,378,1,0
2026-02-12T11:03:10Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,388,1,0
2026-02-12T11:03:10Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,350,1,0
2026-02-12T11:03:10Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,362,1,0
2026-02-12T11:03:11Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,396,1,0
2026-02-12T11:03:12Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,338,1,0
2026-02-12T11:03:12Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,373,1,0
2026-02-12T11:03:12Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,396,1,0
2026-02-12T11:03:13Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,355,1,0
2026-02-12T11:03:13Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,368,1,0
2026-02-12T11:03:14Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,397,1,0
2026-02-12T11:03:15Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,371,1,0
2026-02-12T11:03:15Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,357,1,0
2026-02-12T11:03:15Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,394,1,0
2026-02-12T11:03:16Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,362,1,0
2026-02-12T11:03:16Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,348,1,0
2026-02-12T11:03:17Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,389,1,0
2026-02-12T11:03:18Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,566,1,0
2026-02-12T11:03:18Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,576,1,0
2026-02-12T11:03:18Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,394,1,0
2026-02-12T11:03:19Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,367,1,0
2026-02-12T11:03:19Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,356,1,0
2026-02-12T11:03:20Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,396,1,0
2026-02-12T11:03:20Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,345,1,0
2026-02-12T11:03:20Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,353,1,0
2026-02-12T11:03:21Z,20260212T105929Z,phase5,ga,aa99eb27c555144df.awsglobalaccelerator.com,398,1,0
2026-02-12T11:03:22Z,20260212T105929Z,phase5,live,openldap-mm-live-r-0d5b45e4360d3f90.elb.us-east-1.amazonaws.com,353,1,0
2026-02-12T11:03:22Z,20260212T105929Z,phase5,dr,openldap-mm-dr-r-94aae6c2d6961ea0.elb.us-east-1.amazonaws.com,369,1,0
